Year,Time,Bib,Name,Country,Gender,Club
1991,88:59,3061,Bernard ESNAULT,FR,,Cyclotourisme de Maurepas
1991,88:59,4211,Claude NOIRET,FR,,Cyclo Club Baralbin - Unienville
1991,89:00,3221,Pierre CHALIEZ,FR,,Vélo Club Espalion Cyclo
1991,89:01,3276,Jean-Yves LECERF,FR,,Cyclo Randonneurs Concarnois
1991,89:01,4017,Jean-Claude MARTIN,FR,,Espérance Chartres de Bretagne
1991,89:01,4222,Michel MARTIN,FR,,AGFR AC Coudray-Montceaux
1991,89:01,4489,Domingo MIRAS,ES,,ACD BOMBERS BARCELONA
1991,89:01,4223,Patrick PAPONET,FR,,AGFR AC Coudray-Montceaux
1991,89:01,4016,Jean-Claude PIERRE,FR,,Espérance Chartres de Bretagne
1991,89:01,4015,Louis RUFFET,FR,,Espérance Chartres de Bretagne
1991,89:01,4014,Jean-Baptiste RUPIN,FR,,Espérance Chartres de Bretagne
1991,89:03,4157,Didier BLAMBERT,FR,,AS Crédit Foncier France
1991,89:03,4715,Alasdair WORSLEY,GB,,A.U.K.
1991,89:04,3201,Marc JEANNE,FR,,Union Cyclo Saint Lois - Saint Lô
1991,89:06,3750,Gérard DOYET,FR,,ASPTT Rennes
1991,89:06,4949,Gary OAK,US,,ANN ARBOR BICYCLE T.S.
1991,89:07,4086,Marcel BRETON,FR,,Cyclo Club Eybens Poisat
1991,89:07,4984,Ronald DAGGETT,US,,JERSEY SHORE TOURING SOCIETY
1991,89:07,4087,Gérard DIDERON,FR,,Cyclo Club Eybens Poisat
1991,89:07,3763,Pierre LE GALL,FR,,Union Sp. Elec. Avoine Beaumont
1991,89:07,4120,André RAMARD,FR,,Amicale Cyclo Bégarroise - Bégard
1991,89:08,4021,Gérard FRID,FR,,Culture Loisirs Orvault
1991,89:08,3477,Michel GAUTIER,FR,,Rand. Cyclo Ernéens - Ernée
1991,89:08,4023,Jacques GUÉNEDAL,FR,,Cyclo Club Longny au Perche
1991,89:08,4020,Jacky LAMBERT,FR,,Culture Loisirs Orvault
1991,89:09,3123,Daniel BETTINGER,FR,,CC Industrie Chimique - Mulhouse
1991,89:09,4657,John DALTON,IE,,AUDAX IRLANDE CC
1991,89:09,4210,Denis FAGOT,FR,,Cyclo Club Controis - Contres
1991,89:09,4983,Mark SCHILKE,US,,CENTRAL JERSEY BICYCLE CLUB
1991,89:10,3099,Serge BESCHE,FR,,Vélo Club de Massy Palaiseau
1991,89:10,3748,Daniel DUJARDIN,FR,,Cyclos de Plancoët
1991,89:10,3949,Claude HÉLIES,FR,,Union Cycliste Plougastel
1991,89:10,5025,Alan JOHNSON,US,,NORTH CAROLINA BICYCLE CLUB
1991,89:10,3490,Yvon LEBARBIER,FR,,Cyclos de Plancoët
1991,89:10,3950,Jean-Paul LETELLIER,FR,,Union Cycliste Plougastel
1991,89:10,4754,Bill READ,GB,,NORTHUMBRIA DA
1991,89:11,3018,Michel PRUD'HOMME,FR,,Amicale Laïque Rang du Fliers
1991,89:12,3312,Marilyne COCU,FR,F,Cyclo Vierzonnais - Vierzon
1991,89:12,3311,Patrick COCU,FR,,Cyclo Vierzonnais - Vierzon
1991,89:12,3020,Jean-Pierre POTEL,FR,,Amicale Laïque Rang du Fliers
1991,89:12,3908,Joël RENAULT,FR,,Orléans Cyclotourisme
1991,89:13,5060,Hubert HAWLEY,US,,CHAPARRAL CC
1991,89:13,4282,Roger JARNO,FR,,Vélo Club Ebroïcien - Evreux
1991,89:13,4083,Émile LE MOIGNE,FR,,Groupe Cyclo Brestois
1991,89:14,3907,Georges DEVAUX,FR,,Rand Cyclo Portelois - Le Portel
1991,89:14,3019,Francis GRANDSIRE,FR,,Berck Cyclo Randonneurs
1991,89:14,4634,Gunnar SVARTENGREN,SE,,FREDRIKSHOFS IF
1991,89:15,3432,Jean-Claude DEVANNEAUX,FR,,Entente Sport. Chelles Gambetta
1991,89:15,3251,Adrien MILIN,FR,,Amicale Cyclo de Milizac
1991,89:15,4182,Joël PIGEARD,FR,,AC Banlieue Est - Le Perreux
1991,89:16,3530,Philippe GAMBET,FR,,Club Cyclos et Rand. La Garde
1991,89:16,3436,Geneviève ROUY,FR,F,AC Banlieue Est - Le Perreux
1991,89:17,3603,Danièle KLEINERT,FR,F,ASPTT Châlons-en-Champagne
1991,89:17,3604,Gérard KLEINERT,FR,,ASPTT Châlons-en-Champagne
1991,89:17,4560,Poul OLSEN,DK,,HIMMERLAND
1991,89:18,4562,Klaus Klitgaard CHRISTIANSEN,DK,,INDIVIDUEL
1991,89:18,4565,Svend-Erik NIELSEN,DK,,INDIVIDUEL
1991,89:18,4070,Marc REUBRECHT,FR,,Ass. Sport. Études Rech. - Clamart
1991,89:18,4049,Michel SALAN,FR,,Ass. Sport. Études Rech. - Clamart
1991,89:18,4799,Shawn SHAW,GB,,WESSEX RC
1991,89:19,4125,Yves BROUARD,FR,,Union Ami. Sp. Ouest France - Rennes
1991,89:19,3560,Alain DUPONT,FR,,ASPTT Boulogne
1991,89:19,3431,Noël FRABOULET,FR,,Rand. Cyclos de l'Anjou - Angers
1991,89:19,4359,Robert HAGEMAN,NL,,TC LE CHAMPION
1991,89:19,3367,Bernard LEFEBVRE,FR,,C.O.R.C.E.R. Marly
1991,89:19,3709,Alain MARÇAIS,FR,,Rand. Cyclos de l'Anjou - Angers
1991,89:19,3142,André MOUNIER,FR,,Rand. Cyclos de l'Anjou - Angers
1991,89:19,3293,Jean-Lou PERROT,FR,,Rand. Cyclos de l'Anjou - Angers
1991,89:19,3366,Yves YAU,FR,,Cyclotouristes du Bavaisis - Bavay
1991,89:20,3620,Jean-Pierre DAVID,FR,,CS Française Mécanique -  Douvrin
1991,89:20,4102,Jean-François GUICHARD,FR,,Club Cyclo Fyé
1991,89:20,4103,Laurence GUICHARD-LEMONNIER,FR,F,Club Cyclo Fyé
1991,89:20,4775,Alan LINGE,GB,,WESSEX DA
1991,89:20,3270,Jean REILAND,FR,,Cyclo Club de la Mandallaz - Sillingy
1991,89:20,3622,Gilles ROLLEZ,FR,,CS Française Mécanique -  Douvrin
1991,89:20,3624,Pierre VAAST,FR,,CS Française Mécanique -  Douvrin
1991,89:21,5054,Steve BALES,US,,FORT WORTH B.A.
1991,89:21,3623,René DESCAMPS,FR,,CS Française Mécanique -  Douvrin
1991,89:21,4435,Richard GOODFELLOW,CA,,RANDONNEURS ONTARIO TORONTO
1991,89:21,3910,Gérard LABRUNÉE,FR,,Rand. des Coustous - Bagnères de Bigorre
1991,89:21,4999,Carl MACDONALD,US,,NEW YORK CYCLE CLUB
1991,89:21,3273,Philippe MOULLIÈRE,FR,,Union Sp. Municipale Senonchoise
1991,89:22,4051,Jean BARCELONNE,FR,,Edelweiss Cyclo - Tarbes
1991,89:22,5055,James BECKMAN,US,,FORT WORTH B.A.
1991,89:22,4866,Francisco CIVANTOS,US,,EVERGLADES BC MIAMI
1991,89:22,4915,Ronald FREIDHOF,US,,QUAD CITY BC
1991,89:22,4108,Maurice SIGOGNE,FR,,Audax Lavallois - Laval
1991,89:23,3554,Jacky MORIN,FR,,Union Sp. Municipale Senonchoise
1991,89:23,5087,William STRACHAN,US,,INDIVIDUEL
1991,89:25,4519,Justo ALBERDI ARTECHE,ES,,S. IURRETA
1991,89:25,4096,Jean-Pierre BUREAU,FR,,Amicale Randonneurs Cyclo - Amboise
1991,89:25,3140,Pierre COLLOMBERT,FR,,Étoile Sp. Culturelle Écquevilly
1991,89:25,4926,Stephen DEATHERAGE,US,,POTOMAC PEDALERS
1991,89:25,4813,Robert McLAUGHLIN,US,,HIGH DESERT CC
1991,89:25,3833,Gaston SOQUET,FR,,Cyclo Club Longny au Perche
1991,89:25,3784,Michel ZÉNARD,FR,,Audax Lavallois - Laval
1991,89:26,3857,Alain BALINZIALA,FR,,Rand. CT. Charentais - Angoulême
1991,89:26,3993,Gilles DELUCHAPT,FR,,Rand. CT. Charentais - Angoulême
1991,89:26,3679,Michel DUPUY,FR,,Rand. CT. Charentais - Angoulême
1991,89:26,4805,Michael ELLISON,GB,,WILLESDEN CC
1991,89:26,3146,Caroline ROUGIER,FR,F,Cyclo Rand. Cellarien - Le Cellier
1991,89:26,3145,Jean-Louis ROUGIER,FR,,Cyclo Rand. Cellarien - Le Cellier
1991,89:26,4084,Éric RUBERT,FR,,Club des Cyclos Dieppois
1991,89:27,4107,Gaston BOURGAULT,FR,,ASPTT Laval
1991,89:27,3883,Claude DE STEPHANI,FR,,Cyclo Club de Plaisance du Touch
1991,89:27,3258,Gérard DESMAREST,FR,,CC Vallée Chevreuse - Gif sur Yvette
1991,89:27,3550,Serge LANGLOIS,FR,,Club des Cyclos Dieppois
1991,89:27,3696,Guy LAUNAY,FR,,Orléans Cyclotourisme
1991,89:27,5000,Michael NELSON,US,,NEW YORK CYCLE CLUB
1991,89:27,3722,Jean-Pierre PERSON,FR,,SMOC St Jean de Braye
1991,89:28,3059,Michel ANGELES,FR,,Individuel France
1991,89:28,4846,David BEHENNA,US,,INDIVIDUEL
1991,89:28,3790,Jean-Yves BRUNERIE,FR,,Club des Cyclos Dieppois
1991,89:28,3791,Bruno COURTAT,FR,,Rouen Gentlemen Club
1991,89:28,3878,Armand DESJOURS,FR,,Cyclo Club de Plaisance du Touch
1991,89:28,4479,Martí FLORES PÉREZ,ES,,SC U.E. SANTS BARCELONE
1991,89:28,3962,Pierre FRANZOT,FR,,Cyclo Club de Plaisance du Touch
1991,89:28,3948,Pierre GRANIER,FR,,Union Sportive Armement Toulouse
1991,89:28,3344,Michel NOYER,FR,,CC Vallée Chevreuse - Gif sur Yvette
1991,89:28,3960,Yves ORAND,FR,,Cyclo Club de Plaisance du Touch
1991,89:28,4229,Michel VIALAR,FR,,Cyclo Club de Plaisance du Touch
1991,89:29,3261,Jacques BAILLEAU,FR,,Madeleine Sport Détente Chartres
1991,89:29,4457,Bill DONNER,CA,,ROCKY MOUNTAIN RAND.
1991,89:29,3644,Roger GUÉRIN,FR,,Maison Jeunes Cult. - Cavaillon
1991,89:29,4458,Jacquie KLASSEN,CA,F,ROCKY MOUNTAIN RAND.
1991,89:29,3379,Thierry MOCOGNI,FR,,Madeleine Sport Détente Chartres
1991,89:29,3792,Étienne PÉCOUT,FR,,Club Vélocio Pernois
1991,89:29,3291,Christian RICHARD,FR,,Madeleine Sport Détente Chartres
1991,89:29,4415,Brian WOOD,CA,,BRITISH COLUMBIA RAND VANCOUVER
1991,89:30,3786,Raymond CLÉMENT,FR,,Cyclo Club Saint-Symphorien
1991,89:30,3114,Michel LEBLOND,FR,,Étoile Sp. Culturelle Écquevilly
1991,89:30,4459,Larry LEMESURIER,CA,,ROCKY MOUNTAIN RAND.
1991,89:30,3684,Clément LEVACHER,FR,,Rand. Cyclo Ernéens - Ernée
1991,89:30,3364,Patrick RELIGIEUX,FR,,Rand. du Plateau Champhol
1991,89:30,3785,Michel SIMON,FR,,Cyclo Club Saint-Symphorien
1991,89:30,4727,Donald WASHBOURNE,GB,,BRISTOL DA
1991,89:31,4326,Wim BEUGELS,NL,,EURAUDAX RAND NED.
1991,89:31,4036,Raymond BOUVET,FR,,Cyclo Bazouges
1991,89:31,4346,Brand JANSEN,NL,,WVR EN TOERISTEN
1991,89:31,4330,Jos KESSELS,NL,,EURAUDAX RAND NED.
1991,89:32,3915,Daniel LEGENDRE,FR,,Audax Lavallois - Laval
1991,89:32,3686,Michel LEROUX,FR,,Audax Lavallois - Laval
1991,89:32,3700,Jeannine MEIGNAN,FR,F,Audax Lavallois - Laval
1991,89:32,3687,Roland OLLIVIER,FR,,Audax Lavallois - Laval
1991,89:32,3916,Gabriel PIAU,FR,,Audax Lavallois - Laval
1991,89:32,3955,Paul RAIMBAULT,FR,,Audax Lavallois - Laval
1991,89:32,4465,Ed WEYMOUTH,CA,,ROCKY MOUNTAIN RAND.
1991,89:33,5074,Randall BROTHERTON,US,,MOUNTAIN STATE WH
1991,89:33,4233,Emmanuel DELHOMME,FR,,Ass. Sportive de Saint Marcel
1991,89:33,4408,Ronald JOHNSON,CA,,BRITISH COLUMBIA RAND VANCOUVER
1991,89:33,5075,Elmer LAYNE,US,,MOUNTAIN STATE WH
1991,89:33,4950,Stephen LIMKEMANN,US,,INDIVIDUEL
1991,89:33,3723,Maurice PREVEYRAUD,FR,,SMOC St Jean de Braye
1991,89:34,3642,Alain BERJOT,FR,,Individuel France
1991,89:34,3713,François BOUDIN,FR,,Cyclotouristes Auxerrois
1991,89:34,4470,Ramón GONZÁLEZ,ES,,SCT ASTURIANA
1991,89:34,4783,Roy GOODBIER,GB,,EVESHAM & DIST. WHLS
1991,89:34,3225,Daniel MADIER,FR,,Club Sportif de N.D. de Gravenchon
1991,89:34,3886,Gabriel PARRA,FR,,Vélo Club Farledois - La Farlède
1991,89:34,4766,Anthony RICKMAN,GB,,SOUTHAMPTON DA
1991,89:35,3190,André MILLE,FR,,Individuel France
1991,89:35,4880,Frank PAULO,US,,EVANSTON BC
1991,89:35,3778,Maryvonne TERRIER-DRIARD,FR,F,Orléans Cyclotourisme
1991,89:36,4491,Xavier CASAPONSA BRUGAT,ES,,CC RIPOLLET (BA)
1991,89:36,3113,Joël FRABOULET,FR,,Union Cyclo Saint Lois - Saint Lô
1991,89:36,4912,Gary GLAUSER,US,,INDIVIDUEL
1991,89:36,3614,Gérard LE ROY,FR,,ASPTT Quimper
1991,89:37,4154,Bernard CHARRON,FR,,Vélo Club Sodobrien - Suèvres
1991,89:37,3757,Régis D'HEILLY,FR,,ASPTT Amiens
1991,89:37,3756,Pierre GAVORY,FR,,ASPTT Amiens
1991,89:37,4155,Gilles NADOT,FR,,Vélo Club Sodobrien - Suèvres
1991,89:37,3616,Pierre PHILIPPE,FR,,ASPTT Quimper
1991,89:37,4159,Roger ROUBIO,FR,,Saint Maur Union Sport
1991,89:37,4156,Michel ROUCHEUX,FR,,Vélo Club Sodobrien - Suèvres
1991,89:38,4236,Jacques AUGIS,FR,,Cyclo Randonneurs Blésois - Blois
1991,89:38,3122,Michel BRAULT,FR,,Union Cyclo Saint Lois - Saint Lô
1991,89:38,4153,Hervé BURGEZ,FR,,Vélo Club Sodobrien - Suèvres
1991,89:38,3259,Pascal COURVALIN,FR,,Cyclo Club de la Mandallaz - Sillingy
1991,89:38,3421,Didier FABRE,FR,,Véloce Club Montalbanais - Montauban
1991,89:38,3260,Roger SÉTIF,FR,,Individuel France
1991,89:39,4148,Pierre ANNYCKE,FR,,UC Littoral Nord - Dunkerque
1991,89:39,3164,André BESSE,FR,,Union Vélo. Argenteuil
1991,89:39,3417,Norbert FEAU,FR,,Véloce Club Montalbanais - Montauban
1991,89:39,4529,Jørgen NIELSEN,DK,,AUDAX RAND DANEMARK
1991,89:39,3269,Michel PLAUX,FR,,Union Vélo. Argenteuil
1991,89:39,3314,Daniel RANDARD,FR,,Véloce Club Montalbanais - Montauban
1991,89:39,4874,Lawrence SHAY,US,,AURORA BIKE CLUB
1991,89:40,4975,Robert COX,US,,ST LOUIS CYCLING CLUB
1991,89:40,4375,Willem DOMBURG,NL,,INDIVIDUEL
1991,89:40,4327,Ferdinand GIJSWIJT,NL,,EURAUDAX RAND NED.
1991,89:40,4347,Johan LEUNEN,NL,,WVR EN TOERISTEN
1991,89:40,4337,Gert WEVERS,NL,,EURAUDAX RAND NED.
1991,89:41,3103,Daniel ANDRAUD,FR,,Union Vélo. Argenteuil
1991,89:41,4877,Lisa BAKER,US,F,CREAM CITY CYCLISTS
1991,89:41,3380,Fabien HARMEY,FR,,Inter S.L. Troyes
1991,89:41,3459,Claude KICHENIN,FR,,ASPTT Troyes
1991,89:41,4998,Marcel LIPKOWITZ,US,,NEW YORK CYCLE CLUB
1991,89:41,3617,Jean-Louis TANGUY,FR,,ASPTT Quimper
1991,89:42,4779,Kevin BOLTON,GB,,CLIFTON CC
1991,89:42,3479,Olivier CHEVASSUT,FR,,Vélo Club Saint Martin le Vinoux
1991,89:42,4436,René HACKSTETTER,CA,,RANDONNEURS ONTARIO TORONTO
1991,89:42,4692,Rowan LAXTON,GB,,A.U.K.
1991,89:42,5071,Ronald ROBB,US,,CASCADE BC
1991,89:42,4002,Emmanuel SEROT,FR,,CSM - Paris XIII
1991,89:43,3336,Jean-Claude BOUILLE,FR,,Brie Gâtinais Cyclo - Bourron Marlotte
1991,89:43,4811,Rod DALITZ,GB,,FERRANTI ACC
1991,89:43,4315,Johan DE SAVEUR,BE,,SPORT HEUSDEN
1991,89:43,4319,Albert DE WOLF,BE,,INDIVIDUEL
1991,89:43,4053,Daniel DESLANDES,FR,,ASPTT Marseille
1991,89:43,3363,Pierrick GIRAULT,FR,,Cyclo Club Hillionnais - Hillion
1991,89:43,3319,Jean-Pierre LEDUC,FR,,Brie Gâtinais Cyclo - Bourron Marlotte
1991,89:43,3362,Gilles PARE,FR,,Cyclo de la Fontaine - Franconville
1991,89:43,4322,Willy TIERENS,BE,,INDIVIDUEL
1991,89:44,4054,Michel AUGEREAU,FR,,ASPTT Marseille
1991,89:44,4055,Olivier BOULET,FR,,ASPTT Marseille
1991,89:44,4321,Guy GODFRIND,BE,,INDIVIDUEL
1991,89:44,3800,Michel LACROIX,FR,,Rand. CT. Charentais - Angoulême
1991,89:44,4314,François VAN SPITAEL,BE,,KW TERJODEN
1991,89:44,4316,Cyriel VERMANDER,BE,,SPORT HEUSDEN
1991,89:45,3295,Serge AURIBOT,FR,,Individuel France
1991,89:45,4456,Ken BILLINGSLEY,US,,ROCKY MOUNTAIN RAND.
1991,89:45,3282,Gérald GELINIER,FR,,A.J. Fer Buisson
1991,89:45,5069,Kathleen McPOLAND,US,F,CASCADE BC
1991,89:45,5070,Richard McPOLAND,US,,CASCADE BC
1991,89:45,5002,Marty WOLF,US,F,NEW YORK CYCLE CLUB
1991,89:46,4100,Franck BAILLY,FR,,Union Sp. Pontetienne Cyclo - Le Pontet
1991,89:46,3690,Jean BREDA,FR,,Club Cyclo Yvetot
1991,89:46,4954,Gregory BUTLER,US,,KANSAS CITY BC
1991,89:47,4900,George CHESLOCK,US,,INDIVIDUEL
1991,89:47,3532,Monique COLLET,FR,F,Audax Club Parisien
1991,89:47,3478,Jacques JOULIA,FR,,As. Sp. CT. Lequeux - Dourdan
1991,89:47,3531,Jean NOUET,FR,,Audax Club Parisien
1991,89:48,4911,Alan CARBERRY,US,,INDIVIDUEL
1991,89:49,4748,Beatrice Ann BENTON,GB,F,NORTH YORKS DA
1991,89:49,4749,David Keith BENTON,GB,,NORTH YORKS DA
1991,89:49,4406,Carol HINDE,CA,F,BRITISH COLUMBIA RAND VANCOUVER
1991,89:49,4407,Stephen HINDE,CA,,BRITISH COLUMBIA RAND VANCOUVER
1991,89:49,3766,Patrick LEROUGE,FR,,VC Ouistreham
1991,89:49,3549,Dominique MARGUET,FR,,ASPTT Châlons-en-Champagne
1991,89:49,3758,Roland VICQUELIN,FR,,VC Ouistreham
1991,89:50,5041,Paul BACHO,US,,INDIVIDUEL
1991,89:50,4685,John GILDER,GB,,A.U.K.
1991,89:50,4171,Jocelyne VOYEUX,FR,F,Abeille de Rueil
1991,89:50,5031,Merton WOOLARD,US,,NORTH CAROLINA BICYCLE CLUB
1991,89:51,4888,Robert BOLE,US,,OAK PARK CC
1991,89:51,4239,Roger FLEURET,FR,,Union Sp. Cyclo Saint Sulpice
1991,89:51,4894,Heather MAIR,US,F,NAPERVILLE BC
1991,89:52,3272,Noël DI NITTO,FR,,ASPTT Toulouse
1991,89:52,3633,Catherine L'HERMITE,FR,F,Rand. Cyclo Turballaise - La Turballe
1991,89:52,4163,André SENTOU,FR,,CS IBM Bordeaux
1991,89:53,3418,Guy CENÈS,FR,,Union Vélocipédique Mazamétaine
1991,89:53,4963,Clark CURRIER,US,,OZARK AREA COUNCIL AYH
1991,89:53,3419,André ESCANDE,FR,,Union Vélocipédique Mazamétaine
1991,89:53,3139,Roger FLEUROT,FR,,ASPTT Quimper
1991,89:53,3184,André LE GAL,FR,,SNECMA Gennevilliers
1991,89:53,3637,Robert LE ROY,FR,,Groupe Cyclo Brestois
1991,89:53,3069,Bernard LEFIÈVRE,FR,,Cyclo Club Troyen Savinien
1991,89:53,4714,Tony WILLARD,GB,,A.U.K.
1991,89:54,4336,Bas VERHEY,NL,,EURAUDAX RAND NED.
1991,89:55,4228,Michel ANDRIEU,FR,,Amis Cyclos de Condette
1991,89:55,5036,James BORGSTROM,US,,DAYTON CYCLING CLUB
1991,89:55,4075,Dominique RAMBAUD,FR,,Amicale Cyclo de Coutras
1991,89:56,3673,Alexis BALCON,FR,,Groupe Cyclo Brestois
1991,89:56,4946,Robert CLARK,US,,ON TWO WHEELS
1991,89:56,3149,Guy DESGRANGES,FR,,Rand. Romanais Péageois - Romans
1991,89:56,4149,Daniel MEYNIER,FR,,UC Littoral Nord - Dunkerque
1991,89:56,5034,Jean-François PELLISSIER,US,,CINCINNATI CC
1991,89:56,3147,Robert TABARIN,FR,,Rand. Romanais Péageois - Romans
1991,89:57,3440,Jean BUDANT,FR,,Brie Gâtinais Cyclo - Bourron Marlotte
1991,89:57,3489,Michel COSSAIS,FR,,Cyclos Rand. Baulois - La Baule
1991,89:57,3488,Bernard DEUX,FR,,Cyclos Rand. Baulois - La Baule
1991,89:57,4463,Robert POTONIEC,CA,,ROCKY MOUNTAIN RAND.
1991,89:58,4968,Laura GERREN,US,F,OZARK AREA COUNCIL AYH
1991,89:58,4176,Christiane LEMOINE,FR,F,Jeune Garde Athl. Niver. - Nevers
1991,89:58,4967,Geoffry LINK,US,,OZARK AREA COUNCIL AYH
1991,89:58,4175,Gérard MATHIEU,FR,,Jeune Garde Athl. Niver. - Nevers
1991,89:58,3439,Jean-Michel TOITOT,FR,,Entente Sport. Chelles Gambetta
1991,89:59,3167,Guy ARNOU,FR,,Cyclo Herbretais - Les Herbiers
1991,89:59,3215,Michel BELAUD,FR,,Cyclo Herbretais - Les Herbiers
1991,89:59,4867,Felix GALLO,US,,EVERGLADES BC MIAMI
1991,89:59,4868,Victor GALLO,US,,EVERGLADES BC MIAMI
1991,89:59,3120,Guy RETAILLEAU,FR,,Cyclo Herbretais - Les Herbiers
1991,90:00,3462,Georges DURAND,FR,,ASO S.N. Roul. Cyclo Annecy
1991,90:00,4095,Jean-François LACOURT,FR,,Union Audax Français
1991,90:01,4382,Philip BELLETTE,AU,,AUDAX MELBOURNE
1991,90:01,3101,Jean BOURDET,FR,,Athletic Club Citroën Rennes
1991,90:01,4873,Paul CORYEA,US,,COOSA VALLEY C.
1991,90:01,3859,Yves DUBOSC,FR,,Cyclo Club de Plaisance du Touch
1991,90:01,4389,Sue TAYLOR,AU,F,AUDAX MELBOURNE
1991,90:02,4865,John ALLEN,US,,BOULDER VELO
1991,90:02,3914,Michel BOUCHER,FR,,Syn. Ini. Cyclo Villaines la Juhel
1991,90:02,3168,Louis HOUET,FR,,Cyclo Herbretais - Les Herbiers
1991,90:02,3169,Yves ROY,FR,,Cyclo Herbretais - Les Herbiers
1991,90:02,3170,Guy TEXER,FR,,Cyclo Herbretais - Les Herbiers
1991,90:02,3903,Michel TURCANT,FR,,Cyclos des Avaloirs - Pré en Pail
1991,90:03,3124,André BELAN,FR,,Club Cyclo Saint Pernais
1991,90:03,4170,Marc LAJOUANIQUE,FR,,Individuel France
1991,90:03,3559,Thomas SZYMKOWIAK,FR,,Club Cyclo La Concorde Mulhouse
1991,90:04,5014,Klaus SCHREIBER,US,,INDIVIDUEL
1991,90:05,5004,Nelson FISHER,US,,ONONDAGA CC
1991,90:06,4887,George Robert BILTZ,US,,OAK PARK CC
1991,90:06,4890,Kenneth HONDERICH,US,,OAK PARK CC
1991,90:06,3864,Jean-Louis POUBLAN,FR,,ASPTT Toulouse
1991,90:07,4660,Seamus EGAN,IE,,AUDAX IRLANDE CC
1991,90:08,4943,Giselle COLLIN,US,F,TRI COUNTY BA
1991,90:08,4106,Claude DESCHODT,FR,,Club Cyclo Loisirs Dunkerque
1991,90:08,4683,Anthony FLAVELL,GB,,A.U.K.
1991,90:08,4970,John PRINDABLE,US,,OZARK AREA COUNCIL AYH
1991,90:08,3437,Marie-Louise TEMPE,FR,F,Club Cyclo La Concorde Mulhouse
1991,90:08,3231,Armel URBAIN,FR,,ASPTT Troyes
1991,90:08,3230,Nicole URBAIN,FR,F,ASPTT Troyes
1991,90:09,3725,Jean-Paul WINIARSKI,FR,,CS Cyclo Château-Thierry
1991,90:10,3097,Jean-Claude CHARPENTIER,FR,,CSA AMX APX Satory
1991,90:10,4464,Jeff SHMOORKOFF,CA,,ROCKY MOUNTAIN RAND.
1991,90:11,3444,Pierre LECOURT,FR,,Cyclo Club de la Vègre - Tennie
1991,90:11,3375,Jean-Pierre RICHARD,FR,,Individuel France
1991,90:11,4893,Sara Ann STEVENSON,US,F,OAK PARK CC
1991,90:11,4972,Mary THOMPSON,US,F,OZARK AREA COUNCIL AYH
1991,90:12,4432,Henry ERLICHMAN,CA,,RANDONNEURS ONTARIO TORONTO
1991,90:12,4892,Jayne ROACH,US,F,OAK PARK CC
1991,90:13,3434,Olivier DENOYELLE,FR,,Cyclo Loisirs Vitry le François
1991,90:13,3313,Claude LATOUCHE,FR,,Groupe de Touristes Rouennais
1991,90:13,4520,Jesús María ODRIOZOLA SAIO,ES,,S. IURRETA
1991,90:13,3246,Georges PESSANT,FR,,ASPTT Toulouse
1991,90:14,4809,Raymond KELLY,GB,,WILLESDEN CC
1991,90:14,4771,Mark WATERS,GB,,W. LONDON DA
1991,90:15,4308,Daniel AULU,BE,,DRAGONS AUDAX MONS
1991,90:15,4320,Christian FIÉVET,BE,,INDIVIDUEL
1991,90:15,4806,Tracy HORSMAN,GB,,WILLESDEN CC
1991,90:16,3426,Alain DOMENGER,FR,,ASPTT Paris
1991,90:16,3427,Colette DOMENGER,FR,F,ASPTT Paris
1991,90:16,4349,Klaas MELEIN,NL,,TC DE LIEMERS
1991,90:17,5022,Claudia DABBS,US,F,NORTH CAROLINA BICYCLE CLUB
1991,90:17,4719,Peter SCOULAR,GB,,BIRMINGHAM & MIDS DA
1991,90:18,4428,David ADLER,CA,,RANDONNEURS ONTARIO TORONTO
1991,90:18,4717,Thomas CHESTNUTT,GB,,BIRMINGHAM & MIDS DA
1991,90:18,5100,Gary HAYNES,US,,SMOKEY MOUNTAIN WHLM
1991,90:19,3318,Louis BETROM,FR,,Club Cyclo Penmarc'h - St Guénolé
1991,90:19,4000,Jean-Claude DUBILLE,FR,,Vélo Club Barsacais
1991,90:19,4241,Régis LAFAY,FR,,Vélo Sp. Nivernais Morvan - Nevers
1991,90:20,4672,Seamusroe CONNOLLY,IE,,AUDAX IRLANDE CC
1991,90:22,3988,Francis DELPORTE,FR,,Individuel France
1991,90:22,3040,Marcel DIOURIS,FR,,Groupe Cyclo Brestois
1991,90:22,3966,Bruno DONA,FR,,Randonneurs du Douaisis - Douai
1991,90:23,4478,José Vicente BORONAT SOLER,ES,,CC GATA
1991,90:23,3007,Lucienne DUVAL,FR,F,Union Audax Français
1991,90:23,4708,Jayne SIMPSON,GB,F,A.U.K.
1991,90:23,4707,Robert SIMPSON,GB,,A.U.K.
1991,90:24,3388,Roland BARRAIS,FR,,Rand. Cyclo Ernéens - Ernée
1991,90:24,3322,Cécile COUTAS,FR,F,ASPTT Avignon
1991,90:24,3539,Philippe PARADIS,FR,,Cyclo Margny-lès-Compiègne
1991,90:25,3320,Gilbert COUTAS,FR,,ASPTT Avignon
1991,90:25,3132,Gérard GIROUD,FR,,Amicale Laïque Échirolles Cyclo
1991,90:25,4737,Sharon GLIFFORD,GB,F,E. WARWICKSHIRE DA
1991,90:25,4808,Richard HULL,GB,,WILLESDEN CC
1991,90:25,3831,Pierre LÉON,FR,,Club Olymp. Renault - Choisy le Roi
