Year,Time,Bib,Name,Country,Gender,Club
1951,78:45,312,Gaston DENUAULT,FR,,Audax Lavallois - Laval
1951,78:45,169,Dominique MARCAGGI,FR,,Club Omnisports Merger - Grenoble
1951,79:47,330,René CONSTANT,FR,,AS Police Paris
1951,79:47,282,Maurice JONOT,FR,,VC Courbevoie - Asnières
1951,79:47,200,André LATHIÈRE,FR,,CT Limoges
1951,79:47,391,Serge MARTYRÉ,FR,,Union Vélo. Argenteuil
1951,79:55,47,Georges ROSSILLON,FR,,Cyclo Rand. Parisiens
1951,80:20,266,Marceau BELLEVALLÉE,FR,,Amicale Randonneurs - Abbeville
1951,80:20,264,René BOQUET,FR,,Amicale Randonneurs - Abbeville
1951,80:27,118,André GRAFFARD,FR,,VC Vétérans et Ancêtres
1951,80:27,349,Henri SOKA,FR,,AC Banlieue Est - Le Perreux
1951,80:40,375,René LE BIS,FR,,AS Etoile
1951,81:00,28,Henri MATHOT,FR,,Montmartre Sp.
1951,81:05,198,René DESMONTS,FR,,Union Sport. Elec.Gazière Paris
1951,81:28,14,Henri PANTHOU,FR,,CO Billancourt
1951,81:40,241,Guy DONADIEU,FR,,CT. Thouarsais - Thouars
1951,81:40,161,Claude RENAUDIN,FR,,Cyclos Rand. Rennais
1951,81:57,135,André CABE,FR,,US Métro Transports
1951,81:57,220,Étienne LALANNE,FR,,Groupe Cyclo Agenais
1951,81:57,321,Paul MATHIS,FR,,Cyclo Club Béarnais - Pau
1951,82:01,136,Louis ELLNER,FR,,U.F.O.L.E.P. - Dormans
1951,82:25,390,Charly LEBAS,FR,,Union Vélo. Argenteuil
1951,82:27,361,Jean TEIL,FR,,Cyclos Saint-Mauriens
1951,82:29,357,Lucien JOANNÈS,FR,,Cyclos Saint-Mauriens
1951,82:46,206,Pierre MEUNIER,FR,,Gambetta Cyclotourisme
1951,83:00,10,Marie-Claire POISSON,FR,F,Audax Club Parisien
1951,83:00,10,Patrice POISSON,FR,,Audax Club Parisien
1951,83:13,441,Louis BEAUVAIS,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,83:13,327,Gabriel BÉCHEL,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,83:34,139,Georges DEVAUTOUR,FR,,CT. Thouarsais - Thouars
1951,83:40,385,R. GRADUEL,FR,,Individuel France
1951,83:41,316,Eugène BOURSAULT,FR,,Cyclo Club Vexin - St. Ouen L'Aumône
1951,83:42,281,Joseph OLINGER,FR,,AS Joeuf
1951,83:43,323,René DUPARQUE,FR,,Individuel France
1951,83:45,71,P. AUFRÈRE,FR,,Individuel France
1951,83:48,119,Raymond PETITGAS,FR,,Sporting Club Bellevillois
1951,83:48,112,Émilien WULSTECKE,FR,,AS Pierrefitte
1951,83:53,101,Pierre GROSJEAN,FR,,CT Lorrains
1951,83:53,365,Eugène LE GOUX,FR,,Gambetta Cyclotourisme
1951,83:55,164,Georges BION,FR,,Cyclo Club de Metz
1951,83:55,373,André MARLEUX,FR,,Vincennes CT
1951,83:58,299,Jean-Pierre FERRY,FR,,Individuel France
1951,84:02,386,Louis INISAN,FR,,Camping Club de France
1951,84:02,278,Paul TOUCHARD,FR,,Union Cyclo Aiglonne - L'Aigle
1951,84:05,186,André BOUSQUET,FR,,Sporting Club Bellevillois
1951,84:05,156,Marcel DE ENDÉ,FR,,CC Luron - Lure
1951,84:05,202,Henri MOYSAN,FR,,AC Boulogne Billancourt
1951,84:11,286,Marcel BATTAULT,FR,,Cyclos de la Sarthe - Le Mans
1951,84:14,393,Paul BERNARD,FR,,VC Courbevoie - Asnières
1951,84:14,49,Marcel FRANTZ,FR,,Individuel France
1951,84:14,113,Marcel VÉLU,FR,,AS Pierrefitte
1951,84:33,181,Alfred GADECEAU,FR,,Audax Club Parisien
1951,84:33,182,Daniel REBOUR,FR,,Audax Club Parisien
1951,84:46,465,Joseph NAOMÉ,BE,,Union Cyclo de Touraine - Tours
1951,84:46,1,Juliette PITARD,FR,F,Audax Club Parisien
1951,84:46,1,Louis PITARD,FR,,Audax Club Parisien
1951,85:03,403,Louis OLLIER,FR,,US Métro Transports
1951,85:19,418,Germain MALLÉJAC,FR,,CC Morlaix
1951,85:25,260,André K'VELLA,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,85:45,44,René PAPILLON,FR,,Gr. Ami. Cyclo Parisien
1951,85:53,408,Henri LEMARIÉ,FR,,Cyclo Randonneur Coutançais
1951,85:53,263,René SARRAZIN,FR,,Les Cyclotouristes Belfortains
1951,85:55,262,Georges GORISSE,FR,,Les Cyclotouristes Belfortains
1951,85:55,249,André GRANDPIERRE,FR,,CT Lorrains
1951,85:55,64,Jacques MENNECIER,FR,,Amicale Randonneurs - Abbeville
1951,85:57,222,André AUFFREDOU,FR,,Rand. Champagne
1951,85:57,180,Jean DEBRUYNE,FR,,Cyclos Rand. Rennais
1951,86:00,324,Germain MAYSOUNABE,FR,,US Métro Transports
1951,86:02,150,Henri LOUIS,FR,,US Métro Transports
1951,86:03,178,Pierre CLERGET,FR,,CT Bourguignons
1951,86:14,84,Jean CORBOUD,FR,,CO Billancourt
1951,86:22,185,Gaston BALLOT,FR,,Union Vélo. Argenteuil
1951,86:22,215,Édith COMBE,FR,F,Union Vélo. Argenteuil
1951,86:22,215,Robert COMBE,FR,,Union Vélo. Argenteuil
1951,86:22,387,Jacques GANEL,FR,,Individuel France
1951,86:22,356,Patrick KEVORKIAN,FR,,Union Vélo. Argenteuil
1951,86:22,33,René LAMPIN,FR,,Union Vélo. Argenteuil
1951,86:36,277,Maurice BOURBON,FR,,Union Cyclo Aiglonne - L'Aigle
1951,86:37,328,Jean KIENLEN,FR,,Individuel France
1951,86:50,339,Louis BORDAS,FR,,US Métro Transports
1951,86:50,343,René BOUVOT,FR,,Champigny CT
1951,86:50,148,Joseph DULAU,FR,,US Métro Transports
1951,86:50,446,Georges HERLIN,FR,,Union Rand. Picards - Amiens
1951,86:50,244,Juliette LAREYNIE,FR,F,Union Cyclo de Touraine - Tours
1951,86:50,244,Lucien LAREYNIE,FR,,Union Cyclo de Touraine - Tours
1951,86:50,104,Jean POULIZAC,FR,,C. Cyclo Xème
1951,86:50,445,Maurice VAQUETTE,FR,,Union Rand. Picards - Amiens
1951,86:56,242,Robert LARGUIER,FR,,Union Cyclo de Touraine - Tours
1951,86:56,251,Bernard MORILLE,FR,,Cyclo Club Rennais - Rennes
1951,86:56,444,André MOULUT,FR,,Union Rand. Picards - Amiens
1951,87:07,320,Joseph ARDUIN,FR,,CT des Monédières
1951,87:07,329,Camille COUDREAU,FR,,AS Police Paris
1951,87:07,283,Roger LAGAND,FR,,Pédale Compiègnoise
1951,87:07,333,Gilles LAGRANGE,FR,,AS Police Paris
1951,87:07,121,Paul LOUIS,FR,,Individuel France
1951,87:07,162,Serge POCQUET,FR,,AS Police Paris
1951,87:07,18,François RICHARD,FR,,Union Audax Cycl. Parisiens
1951,87:07,120,Roger VALADOU,FR,,Individuel France
1951,87:17,442,René DÉTOT,FR,,Tandémistes Parisiens
1951,87:21,406,Jean CHEVRIER,FR,,Union Cyclo de Touraine - Tours
1951,87:21,171,Richard D'HERBILLIÉ,FR,,Union Cyclo de Touraine - Tours
1951,87:21,475,André PERCHERON,FR,,Union Cyclo de Touraine - Tours
1951,87:30,345,Pierre BOREL,FR,,AC Banlieue Est - Le Perreux
1951,87:30,36,Maurice DENISE,FR,,Union Vélo. Argenteuil
1951,87:30,15,Pierre JACOB,FR,,AC Banlieue Est - Le Perreux
1951,87:30,352,André LE TOUZE,FR,,AC Banlieue Est - Le Perreux
1951,87:30,126,Jean POUPELLOZ,FR,,Cyclo Campeurs Parisiens
1951,87:33,402,H. ROLÉ,FR,,VC Vétérans et Ancêtres
1951,87:37,473,Georges HENRY,FR,,AS Touristique
1951,87:49,54,Maurice ROUARD,FR,,Club Omnisports Merger - Grenoble
1951,87:54,203,Robert LANDRU,FR,,Cyclo Club Vexin - St. Ouen L'Aumône
1951,87:54,204,Roger MOIZAN,FR,,Cyclo Club Vexin - St. Ouen L'Aumône
1951,87:55,456,Serge DIMIER,FR,,Cyclo Touriste Châtelleraudais
1951,87:56,417,André MAISONNAS,FR,,Vélo Touriste Lyonnais - Lyon
1951,88:03,39,Georges LECLERC,FR,,Union Vélo. Argenteuil
1951,88:05,271,Marcel FRANCART,FR,,Cyclo Club Rémois - Reims
1951,88:05,269,Jean PASCAUD,FR,,Cyclo Club Rémois - Reims
1951,88:10,35,René GRÉGOIRE,FR,,Union Vélo. Argenteuil
1951,88:12,157,Maurice POUILLON,FR,,Braquet Club Chalon
1951,88:13,449,Jean ASSMANN,FR,,Individuel France
1951,88:20,123,Lucien CHEVALIER,FR,,Amicale Cyclo Clermontoise
1951,88:20,106,Fernand GANAULT,FR,,Audax Club Parisien
1951,88:27,258,Albert BOUCHETON,FR,,Versailles Sportif
1951,88:30,257,Gabriel DUFLOT,FR,,AC Banlieue Est - Le Perreux
1951,88:30,142,Lucien DUPONT,FR,,Union Sport. Franco Belge
1951,88:30,193,Raymond VALANCE,FR,,Union Sport. Franco Belge
1951,88:42,346,Raymond GUENZI,FR,,AC Banlieue Est - Le Perreux
1951,88:42,409,Louis MATHIS,FR,,Union Vélo. Argenteuil
1951,88:43,20,Gustave DUVAL,FR,,Cyclo Campeurs Parisiens
1951,88:43,20,Violette DUVAL,FR,F,Cyclo Campeurs Parisiens
1951,88:44,348,Léon MATHIEU,FR,,AC Banlieue Est - Le Perreux
1951,88:51,94,Jean LEMESLE,FR,,Orléans Cyclotourisme
1951,88:52,168,Daniel MARIE,FR,,Club Sportif d'Alençon
1951,88:52,96,François STEVEZ,FR,,Touring Club Héninois
1951,89:03,469,Maurice CHASSAIGNE,FR,,Cyclos Stéphanois
1951,89:03,308,Serge DESÈBE,FR,,Cyclo Aix les Bains
1951,89:03,292,Marius DIMOPOULOS,FR,,Cyclos Foréziens - Saint Étienne
1951,89:03,236,Louis LÉVÊQUE,FR,,CR Dormand - Saint Étienne
1951,89:03,240,Ulysse MOURRAT,FR,,CT Valentinois
1951,89:03,238,Claude RIFFARD,FR,,CR Dormand - Saint Étienne
1951,89:03,239,Aimé ROMAND,FR,,CT Valentinois
1951,89:11,381,Jean CARPENTIER,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,89:11,439,Roger EUSTACHE,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,89:11,436,Henri GOFFIN,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,89:25,302,R. BASTELEUS,BE,,PEDALE BON AIR
1951,89:26,69,Henri RESSÉGAIRE,FR,,CT Avignon
1951,89:32,211,Henri BITTI,FR,,Cyclo Club Vexin - St. Ouen L'Aumône
1951,89:32,87,Élie TOULOUSE,FR,,Rand. Charleville
1951,89:34,226,Maurice DAUFOUY,FR,,Union Cyclotouriste Nantaise - Nantes
1951,89:34,230,Jean GUINEL,FR,,Union Cyclotouriste Nantaise - Nantes
1951,89:42,127,Marcel STIQUEL,FR,,AS Cheminots Epernay
1951,89:43,350,Antoine CLÉMENDOT,FR,,AC Banlieue Est - Le Perreux
1951,89:44,93,Jean MUGURUZA,FR,,CT Boulonnais
1951,89:44,92,René PYOT,FR,,CT Boulonnais
1951,89:47,216,Yves MERRIEN,FR,,Cyclos de la Sarthe - Le Mans
1951,89:51,362,André AVELINE,FR,,Individuel France
1951,89:56,394,Jacques PASSAYS,FR,,Audax Club Parisien
1951,89:57,438,Maurice FAISANT,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,90:06,250,Pierre FOURNET,FR,,CT Lyon
1951,90:07,255,Jacques MARINIER,FR,,Union Audax Cycl. Parisiens
1951,90:10,313,Bernard AUDUBERTEAU,FR,,Audax Lavallois - Laval
1951,90:10,297,Henri DE LABORDERIE,FR,,Audax Bitterois
1951,90:12,423,Jeanine ANTONIK,FR,F,VC Courbevoie - Asnières
1951,90:12,424,André AUGENDRE,FR,,VC Courbevoie - Asnières
1951,90:12,219,Victor CHAPON,FR,,Union Audax Cycl. Parisiens
1951,90:12,175,Roger CHAVANON,FR,,GC Lorient
1951,90:12,377,Raymond DELAGROUX,FR,,VC Courbevoie - Asnières
1951,90:12,165,Philibert MARTIN,FR,,CT Avignon
1951,90:12,129,Robert MEUNIER,FR,,Lagny Thorigny Sport
1951,90:12,151,Robert NICOLAS,FR,,US Métro Transports
1951,90:12,338,Alexandre ROGIER,FR,,US Métro Transports
1951,90:12,147,Henri SIMON,FR,,US Métro Transports
1951,90:18,213,Henri ASTIÉ,FR,,Cyclo Touriste Carcassonnais
1951,90:18,212,Geneviève DELSOL,FR,F,Cyclo Touriste Carcassonnais
1951,90:18,74,André LEFRANÇOIS,FR,,Gambetta Cyclotourisme
1951,90:18,73,Roger LEPESCHEUX,FR,,Gambetta Cyclotourisme
1951,90:18,310,René VIGNE,FR,,AS Touristique
1951,90:20,366,Jean-Pierre BENOIST,FR,,Gambetta Cyclotourisme
1951,90:26,315,André CHAMBON,FR,,Union Cycliste Bessègeoise - Bessèges
1951,90:26,314,Édouard VASSE,FR,,Union Cycliste Bessègeoise - Bessèges
1951,90:27,167,Jean BERT,FR,,UR Flandres Artois - Lille
1951,90:33,23,Guy BARRIER,FR,,Cyclo Campeurs Parisiens
1951,90:54,378,Roger VANHOUTTE,FR,,Cyclo. Rand. Ile de France
1951,90:55,210,Marie-Jeanne LEROUX,FR,F,Union Sport. Elec.Gazière Paris
1951,90:55,210,Yves LEROUX,FR,,Gambetta Cyclotourisme
1951,91:04,296,José AGUILAR,FR,,Vélo Club de Firminy
1951,91:04,295,Louis COURTIAL,FR,,Vélo Club de Firminy
1951,91:04,319,Serge DRU,FR,,Vélo Club de Firminy
1951,91:04,294,Jean SABOT,FR,,Vélo Club de Firminy
1951,91:06,364,Gaston LACUGNE,FR,,Gambetta Cyclotourisme
1951,91:06,72,Michel PETIT,FR,,ASPTT Paris
1951,91:10,48,Daniel CHAZAL,FR,,ASPTT Paris
1951,91:15,86,A. EECKHOUT,BE,,VÉTÉRANS ANVERS
1951,91:15,85,Jean VAN DEN BULK,BE,,VÉTÉRANS ANVERS
1951,91:19,326,Ange ÉTIEMBLE,FR,,CC Banlieue Sud
1951,91:22,58,Jean REY,FR,,International Football Club Nice
1951,91:30,22,Aristide DEMONDION,FR,,Cyclo Campeurs Parisiens
1951,91:36,7,Edmond GUILLOU,FR,,Audax Club Parisien
1951,91:40,360,Jacques AUSÉCACHE,FR,,Cyclos Saint-Mauriens
1951,91:40,304,Michel HAUPAIS,FR,,Cyclos Saint-Mauriens
1951,91:50,464,Gérard DEVILLERS,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,91:50,359,Maurice ROCHE,FR,,Cyclos Saint-Mauriens
1951,92:00,140,Jacques BELAMY,FR,,AC Banlieue Est - Le Perreux
1951,92:05,132,Pierre BENOIT,FR,,Cyclotouristes Roannais - Roanne
1951,92:05,288,F. BODEREAU,FR,,Cyclos de la Sarthe - Le Mans
1951,92:05,290,Louis DENIEUL,FR,,Cyclos de la Sarthe - Le Mans
1951,92:05,443,Bernard GARIN,FR,,Cyclos de la Sarthe - Le Mans
1951,92:05,133,Josette ROFFAT,FR,F,Cyclotouristes Roannais - Roanne
1951,92:05,134,Robert ROFFAT,FR,,Cyclotouristes Roannais - Roanne
1951,92:12,82,Paul BAILLEAU,FR,,AS Touristique
1951,92:25,457,Henri DERAIN,FR,,Moto Cycle Normand
1951,92:39,122,André LOUIS,FR,,Individuel France
1951,92:41,293,Robert MARIE,FR,,Cyclo Club Béarnais - Pau
1951,92:42,138,Pierre LUCEAU,FR,,Individuel France
1951,92:45,405,Marcel BRASQUER,FR,,Les Randonneurs Rochelais
1951,92:45,410,Juliette COSSET,FR,F,Les Randonneurs Rochelais
1951,92:45,431,Raymond DESPLANCHES,FR,,Vincennes CT
1951,92:45,196,Bernard MONNET,FR,,AC Banlieue Est - Le Perreux
1951,92:45,432,Gaston THIBAULT,FR,,Vincennes CT
1951,93:45,173,Numa DUBOIS,FR,,GC Lorient
1951,93:45,66,Albert LE GALO,FR,,GC Lorient
1951,93:45,174,Roger LE GALO,FR,,GC Lorient
1951,93:45,172,Henri PAQUEREAU,FR,,GC Lorient
1951,94:25,91,André PELLETEY,FR,,Union Sport. Elec.Gazière Paris
1951,94:25,95,François RENAUD,FR,,Union Sport. Elec.Gazière Paris
1951,94:55,311,André GARCIE,FR,,AS Touristique
1951,95:08,100,Berthe FAUCHARD,FR,F,Cyclos Rand. Rennais
1951,95:20,389,Hubert DELAFOLYE,FR,,CSM - Paris XIII
1951,95:48,440,André POUGET,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,AB,43,André ALLIGNET,FR,,Gr. Ami. Cyclo Parisien
1951,AB,336,Fernande AMIOT,FR,F,US Métro Transports
1951,AB,336,Sylvain AMIOT,FR,,US Métro Transports
1951,AB,344,Louis ANDREYS,FR,,Audax Club Parisien
1951,AB,105,Fernand AURIBAULT,FR,,Audax Club Parisien
1951,AB,401,J. BABILONE,FR,,Individuel France
1951,AB,188,Roger BARBE,FR,,US Métro Transports
1951,AB,25,Georges BELLOT,FR,,Vincennes CT
1951,AB,435,Alfred BERNIER,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,AB,158,Jean BIARD,FR,,Cyclo Alençonnais - Alençon
1951,AB,461,Camille BIÈRE,FR,,Cyclo Club Rennais - Rennes
1951,AB,307,Jacques BION,FR,,Audax Club Parisien
1951,AB,307,Lucette BION,FR,F,Audax Club Parisien
1951,AB,414,Paul BLANCHARD,FR,,Audax Club Parisien
1951,AB,291,Michel BOISSON,FR,,Tandem CC Grenoble
1951,AB,45,André BOUTIN,FR,,Gambetta Cyclotourisme
1951,AB,422,Gilbert BULTÉ,FR,,VC Courbevoie - Asnières
1951,AB,29,Jean BURCHIELLI,FR,,US Métro Transports
1951,AB,416,René CARDINAL,FR,,Rand. Cyclo Cherbourgeois
1951,AB,368,Georges CARRÉ,FR,,Gambetta Cyclotourisme
1951,AB,78,Jean CELLIER,FR,,Saint Denis US
1951,AB,340,Robert CHARTRAIN,FR,,US Métro Transports
1951,AB,300,Eugène CHASSIN,FR,,E.S.J.
1951,AB,195,Charles CHATELAINS,FR,,AC Banlieue Est - Le Perreux
1951,AB,109,Robert CHATELARD,FR,,Cyclo Campeurs Parisiens
1951,AB,124,Henri CHERRIER,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,AB,5,René CHOCQ,FR,,Audax Club Parisien
1951,AB,372,F. CIPOLAT,FR,,Braquet Club Paris
1951,AB,209,René COCAULT,FR,,VC Vétérans et Ancêtres
1951,AB,470,Eugène COCHERIL,FR,,
1951,AB,374,Fernand COCHU,FR,,Saint Denis US
1951,AB,448,Albert COMODE,FR,,CT Bourguignons
1951,AB,279,Pierre COTARD,FR,,Cyclos Rand. Rennais
1951,AB,437,F. DE LAET,BE,,AC Banlieue Ouest - Neuilly sur Seine
1951,AB,16,François DE ORESTIS,FR,,AC Banlieue Est - Le Perreux
1951,AB,422,Henri DECKER,FR,,VC Courbevoie - Asnières
1951,AB,98,Raoul DELAIRE,FR,,Cyclos Rand. Rennais
1951,AB,115,Marcel DETUNCQ,FR,,US Métro Transports
1951,AB,40,Henri DOLÉAC,FR,,Amis de la Nature
1951,AB,398,Georges DOLIGET,FR,,CT Boulonnais
1951,AB,247,Marceau DUFETEL,FR,,Groupe Cyclo Auxillois
1951,AB,347,Georges DUJARDIN,FR,,AC Banlieue Est - Le Perreux
1951,AB,369,Gilbert FARGANEL,FR,,Gambetta Cyclotourisme
1951,AB,237,Louis FERRIOL,FR,,CR Dormand - Saint Étienne
1951,AB,41,Pierre FLEURY,FR,,Amis de la Nature
1951,AB,261,Roger FOURNY,FR,,Randonneurs Ouest Parisien
1951,AB,459,Régis GAILLARD,FR,,Audax Club Parisien
1951,AB,325,Raymond GILBERT,FR,,CC Banlieue Sud
1951,AB,388,Roger GOULEY,FR,,Audax Club Parisien
1951,AB,145,Pierre GOUNY,FR,,US Métro Transports
1951,AB,97,Émile GUILLET,FR,,Cyclos Rand. Rennais
1951,AB,13,Manuel GUTIERREZ,FR,,CO Billancourt
1951,AB,472,Étienne HÉBERT,FR,,
1951,AB,396,R. HUBAS,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,AB,110,Constant JADOT,FR,,Gambetta Cyclotourisme
1951,AB,309,Robert JEAN,FR,,Cyclo Club Rémois - Reims
1951,AB,128,René JOLY,FR,,US Métro Transports
1951,AB,466,Norbert KAUFFMANN,FR,,Club Cyclo Colmar
1951,AB,221,René LABENÉDIE,FR,,Groupe Cyclo Agenais
1951,AB,231,Robert LE FEL,FR,,Union Cyclotouriste Nantaise - Nantes
1951,AB,400,Louis LE FERS,FR,,Individuel France
1951,AB,166,Jacques LE MÉNAGER,FR,,Cyclos de la Sarthe - Le Mans
1951,AB,367,Jeanine LEFRANÇOIS,FR,F,Gambetta Cyclotourisme
1951,AB,184,Luc LEMONNIER,FR,,Union Vélo. Argenteuil
1951,AB,384,André LÉON,FR,,Vincennes CT
1951,AB,392,Jacques L'ÉPÉE,FR,,CSM - Paris XIII
1951,AB,376,Jean LHUILLIER,FR,,Cyclo Campeurs Parisiens
1951,AB,376,Jeanne LHUILLIER,FR,F,Cyclo Campeurs Parisiens
1951,AB,404,René LIESSE,FR,,Pédale Compiègnoise
1951,AB,154,Pierre MARCHAND,FR,,US Métro Transports
1951,AB,371,Edmond MARLEUX,FR,,US Métro Transports
1951,AB,205,Robert MELLOT,FR,,Union Vélo. Argenteuil
1951,AB,11,Paul MÉNAGER,FR,,CO Billancourt
1951,AB,183,André MERCIER,FR,,Union Cycliste Parisienne
1951,AB,331,René MOREY,FR,,AS Police Paris
1951,AB,298,Raphaël MUERTES,FR,,Groupe Cyclo Rochelais
1951,AB,32,Lucien NAUDÉ,FR,,Union Vélo. Argenteuil
1951,AB,462,Joseph NEVEU,FR,,Cyclo Club Rennais - Rennes
1951,AB,429,André NOËL,FR,,VC Courbevoie - Asnières
1951,AB,367,André NONIN,FR,,Gambetta Cyclotourisme
1951,AB,52,Michel OLIVIER,FR,,Cyclos de la Sarthe - Le Mans
1951,AB,303,F. PAUL,BE,,INDIVIDUEL
1951,AB,454,Maurice PERRIN,FR,,AS Etoile
1951,AB,380,Dominique PÉTIER,FR,,AC Banlieue Ouest - Neuilly sur Seine
1951,AB,50,Rodolphe POIRIER,FR,,Individuel France
1951,AB,4,Charles PORTHAULT,FR,,Audax Club Parisien
1951,AB,383,Louis PYOT,FR,,CT Boulonnais
1951,AB,463,C. RANCIER,FR,,Cyclo Club Rennais - Rennes
1951,AB,274,Jacques RINQUIN,FR,,Union Cyclotouriste Nantaise - Nantes
1951,AB,337,Roger ROLLAND,FR,,US Métro Transports
1951,AB,21,Robert ROUPNEL,FR,,Cyclo Campeurs Parisiens
1951,AB,233,Georges SÉDILLEAU,FR,,Union Cyclotouriste Nantaise - Nantes
1951,AB,458,Georges SOISBAULT,FR,,Vélo Club Levallois
1951,AB,107,Max SUBTIL,FR,,Union Vélo. Argenteuil
1951,AB,234,Serge THÉBAUD,FR,,Union Cyclotouriste Nantaise - Nantes
1951,AB,379,Marceau TRUANT,FR,,Audax Club Parisien
1951,AB,235,Roger VÉRON,FR,,Union Cyclotouriste Nantaise - Nantes
1951,AB,280,Nicolas WALKER,FR,,AS Joeuf
1951,NH,194,Louis-Jean BOUTIER,FR,,AC Banlieue Est - Le Perreux
1951,NH,382,Sylviane CANNET,FR,F,Cyclo Randonneur Coutançais
1951,NH,225,François CHEVALIER,FR,,Union Cyclotouriste Nantaise - Nantes
1951,NH,17,René GARDELLE,FR,,CT Boulonnais
1951,NH,415,Roger GAUTIER,FR,,Union Audax Cycl. Parisiens
1951,NH,265,Jules GROFFIER,FR,,Vélo Club Neuilly-sur-Seine
1951,NH,273,Raymond JONOT,FR,,Cyclo Club Rémois - Reims
1951,NH,342,Maurice LEFÈVRE,FR,,Randonneurs Ouest Parisien
1951,NH,267,Isabelle LOCHET,FR,F,Cyclo Club Rémois - Reims
1951,NH,267,Jacques LOCHET,FR,,Cyclo Club Rémois - Reims
1951,NH,256,Germaine TARDY,FR,F,Union Audax Cycl. Parisiens
1951,NP,363,Henri BRICART,FR,,Gambetta Cyclotourisme
1951,NP,117,Jacques CHARRUAULT,FR,,Gambetta Cyclotourisme
1951,NP,471, GILL,,F,
1951,NP,116,Jacques PASQUEREAU,FR,,Gambetta Cyclotourisme
1951,NP,471,G.H. WILLIAMS,,,
1956,50:29,363,Gilbert BULTÉ,FR,,VC Courbevoie - Asnières
1956,50:29,363,Lucien DÉTÉE,FR,,VC Courbevoie - Asnières
1956,50:29,360,Jacques JOUFFREY,FR,,Cyclotouristes Grenoblois
1956,50:29,360,Jo ROUTENS,FR,,Cyclotouristes Grenoblois
1956,52:19,677,Roger BAUMANN,FR,,VC Courbevoie - Asnières
1956,52:30,,Jean LHEUILLIER,FR,,Individuel France
1956,53:20,675,Gilbert ESPINASSE,FR,,VC Courbevoie - Asnières
1956,55:50,,René RÉGIS,FR,,Vélo Club Annecy
1956,56:30,,Louis TRAPAT,FR,,Union Vélo. Argenteuil
1956,57:05,,Jean GUÉRIN,FR,,Union Cyclotouriste Nantaise - Nantes
1956,57:05,,Pierre KRAEMER,FR,,Union Audax Français
1956,59:10,,Yves GOUZANET,FR,,AC Oise
1956,59:10,,Jean MALAFOSSE,FR,,AC Oise
1956,59:27,,Pierre MIRATE,FR,,VC Courbevoie - Asnières
1956,63:15,,Charles DURÉ,FR,,Champigny CT
1956,64:00,,Raymond LE FLOCH,FR,,US Métro Transports
1956,64:00,,Pierre ROUDOT,FR,,US Métro Transports
1956,64:25,,Élie ANSELME,FR,,CC Dignois
1956,64:25,801,Jacques AUDIBERTI,FR,,Ass. Vélocipéd. Amateurs Niçois
1956,66:07,,Hubert BARCHAIN,FR,,Cyclo Club Troyen
1956,66:58,,André MIQUET,FR,,Cyclotouristes Chambériens
1956,67:40,788,André BACON,FR,,Rand. Cyclo Cherbourgeois
1956,67:40,,Marcel BIOUD,FR,,Vélo Touriste Voironnais
1956,67:40,,René CANALE,FR,,Saint Denis US
1956,67:40,,Pierre GOAS,FR,,VC Courbevoie - Asnières
1956,68:40,,Michel FABUREL,FR,,AC Oise
1956,69:05,907,Jacques BACCOT,FR,,Cyclo. Rand. Ile de France
1956,69:05,,Yves BLANCHAIN,FR,,Cyclotouristes Chambériens
1956,69:45,,Jean LARCHER,FR,,Union Audax Français
1956,69:45,,Georges NOIZET,FR,,Cyclo Club Rémois - Reims
1956,71:25,,Armand BOURGEOIS,FR,,Cyclotouristes Auxerrois
1956,71:25,,Marcel GAUTHIER,FR,,VC Vétérans et Ancêtres
1956,71:56,,Georges BLANC,FR,,Vélo Touriste Lyonnais - Lyon
1956,71:56,,Gusty SLAVOTINEK,FR,,Cyclos Saint-Mauriens
1956,72:16,,Claude CHAMPANHAC,FR,,Cyclo Club Béarnais - Pau
1956,72:16,709,Alfred LEGEAY,FR,,CO Billancourt
1956,72:16,,Michel LENGELLÉ,FR,,Cyclo Campeurs Parisiens
1956,73:10,,Georges LECLERC,FR,,US Métro Transports
1956,74:08,,Henri AYMARD,FR,,Cyclotouristes Roannais - Roanne
1956,74:08,,Leo VAN BATENBURG,NL,,VC DE ZWALUW - ANVERS
1956,74:10,,Maurice LARDOUX,FR,,VC Courbevoie - Asnières
1956,74:10,,Robert LARDOUX,FR,,Individuel France
1956,74:55,,Pierre BRUNDALLER,FR,,Champigny CT
1956,74:55,,René QUINARD,FR,,VC Vétérans et Ancêtres
1956,75:40,,Roger OUTREQUIN,FR,,CT Parisiens
1956,75:40,,Gilbert TRAHAN,FR,,GC Lorient
1956,78:58,,Lolo BERGER,FR,,12 de France
